subscription_id,customer_id,plan_id,plan_name,mrr_amount,arr_amount,start_date,end_date,status,billing_frequency
"sub_cust_000810_1","cust_000810","enterprise","Enterprise Plan","299","3588","2022-07-26","","active","monthly"
"sub_cust_000811_1","cust_000811","basic","Basic Plan","29","348","2025-06-07","","active","monthly"
"sub_cust_000812_1","cust_000812","basic","Basic Plan","29","348","2023-12-21","2025-07-03","churned","monthly"
"sub_cust_000813_1","cust_000813","pro_annual","Professional Annual","82.5","990","2023-07-30","","active","annual"
"sub_cust_000814_1","cust_000814","pro","Professional Plan","99","1188","2025-07-22","","active","monthly"
"sub_cust_000815_1","cust_000815","basic","Basic Plan","29","348","2024-08-03","","active","monthly"
"sub_cust_000816_1","cust_000816","basic_annual","Basic Annual","24.166666666666668","290","2025-02-12","","active","annual"
"sub_cust_000817_1","cust_000817","pro_annual","Professional Annual","82.5","990","2025-08-11","","active","annual"
"sub_cust_000818_1","cust_000818","pro_annual","Professional Annual","82.5","990","2024-11-10","","active","annual"
"sub_cust_000819_1","cust_000819","basic_annual","Basic Annual","24.166666666666668","290","2024-03-01","","active","annual"
"sub_cust_000820_1","cust_000820","enterprise","Enterprise Plan","299","3588","2023-08-15","","active","monthly"
"sub_cust_000821_1","cust_000821","pro_annual","Professional Annual","82.5","990","2022-10-27","","active","annual"
"sub_cust_000822_1","cust_000822","basic","Basic Plan","29","348","2023-02-08","2024-08-06","churned","monthly"
"sub_cust_000823_1","cust_000823","enterprise","Enterprise Plan","299","3588","2022-10-11","","active","monthly"
"sub_cust_000824_1","cust_000824","pro","Professional Plan","99","1188","2024-03-01","2024-09-15","churned","monthly"
"sub_cust_000825_1","cust_000825","basic_annual","Basic Annual","24.166666666666668","290","2025-05-28","","active","annual"
"sub_cust_000826_1","cust_000826","basic_annual","Basic Annual","24.166666666666668","290","2023-01-07","","active","annual"
"sub_cust_000827_1","cust_000827","pro","Professional Plan","99","1188","2022-12-30","","active","monthly"
"sub_cust_000828_1","cust_000828","basic_annual","Basic Annual","24.166666666666668","290","2024-05-24","","active","annual"
"sub_cust_000829_1","cust_000829","basic","Basic Plan","29","348","2022-04-02","","active","monthly"
"sub_cust_000830_1","cust_000830","pro","Professional Plan","99","1188","2022-03-24","","active","monthly"
"sub_cust_000831_1","cust_000831","basic_annual","Basic Annual","24.166666666666668","290","2022-04-08","","active","annual"
"sub_cust_000832_1","cust_000832","enterprise","Enterprise Plan","299","3588","2023-03-03","","active","monthly"
"sub_cust_000833_1","cust_000833","pro","Professional Plan","99","1188","2022-10-09","","active","monthly"
"sub_cust_000834_1","cust_000834","basic_annual","Basic Annual","24.166666666666668","290","2025-06-03","","active","annual"
"sub_cust_000835_1","cust_000835","basic_annual","Basic Annual","24.166666666666668","290","2024-06-12","","active","annual"
"sub_cust_000836_1","cust_000836","pro_annual","Professional Annual","82.5","990","2022-12-13","","active","annual"
"sub_cust_000837_1","cust_000837","pro_annual","Professional Annual","82.5","990","2022-11-02","","active","annual"
"sub_cust_000838_1","cust_000838","enterprise","Enterprise Plan","299","3588","2023-12-19","","active","monthly"
"sub_cust_000839_1","cust_000839","basic_annual","Basic Annual","24.166666666666668","290","2023-10-07","","active","annual"
"sub_cust_000840_1","cust_000840","basic","Basic Plan","29","348","2022-06-28","","active","monthly"
"sub_cust_000841_1","cust_000841","pro","Professional Plan","99","1188","2025-04-25","","active","monthly"
"sub_cust_000842_1","cust_000842","enterprise","Enterprise Plan","299","3588","2023-09-14","","active","monthly"
"sub_cust_000843_1","cust_000843","basic","Basic Plan","29","348","2023-03-01","","active","monthly"
"sub_cust_000844_1","cust_000844","pro_annual","Professional Annual","82.5","990","2024-07-07","","active","annual"
"sub_cust_000845_1","cust_000845","enterprise","Enterprise Plan","299","3588","2025-02-23","","active","monthly"
"sub_cust_000846_1","cust_000846","basic_annual","Basic Annual","24.166666666666668","290","2023-06-02","","active","annual"
"sub_cust_000847_1","cust_000847","pro","Professional Plan","99","1188","2023-05-30","","active","monthly"
"sub_cust_000848_1","cust_000848","pro","Professional Plan","99","1188","2025-03-17","2025-07-06","churned","monthly"
"sub_cust_000849_1","cust_000849","basic_annual","Basic Annual","24.166666666666668","290","2024-06-21","","active","annual"
"sub_cust_000850_1","cust_000850","basic","Basic Plan","29","348","2022-09-22","","active","monthly"
"sub_cust_000851_1","cust_000851","pro_annual","Professional Annual","82.5","990","2022-11-03","2023-10-02","churned","annual"
"sub_cust_000852_1","cust_000852","enterprise","Enterprise Plan","299","3588","2024-04-09","","active","monthly"
"sub_cust_000853_1","cust_000853","basic","Basic Plan","29","348","2025-02-26","","active","monthly"
"sub_cust_000854_1","cust_000854","enterprise","Enterprise Plan","299","3588","2023-04-10","","active","monthly"
"sub_cust_000855_1","cust_000855","enterprise","Enterprise Plan","299","3588","2022-08-12","","active","monthly"
"sub_cust_000856_1","cust_000856","enterprise","Enterprise Plan","299","3588","2023-07-01","","active","monthly"
"sub_cust_000857_1","cust_000857","pro_annual","Professional Annual","82.5","990","2025-07-06","","active","annual"
"sub_cust_000858_1","cust_000858","basic_annual","Basic Annual","24.166666666666668","290","2024-09-14","","active","annual"
"sub_cust_000859_1","cust_000859","enterprise","Enterprise Plan","299","3588","2022-07-09","","active","monthly"
"sub_cust_000860_1","cust_000860","basic","Basic Plan","29","348","2025-01-22","","active","monthly"
"sub_cust_000861_1","cust_000861","basic","Basic Plan","29","348","2025-04-02","","active","monthly"
"sub_cust_000862_1","cust_000862","pro_annual","Professional Annual","82.5","990","2023-10-03","","active","annual"
"sub_cust_000863_1","cust_000863","pro","Professional Plan","99","1188","2022-06-02","","active","monthly"
"sub_cust_000864_1","cust_000864","pro","Professional Plan","99","1188","2022-12-21","","active","monthly"
"sub_cust_000865_1","cust_000865","pro","Professional Plan","99","1188","2024-03-04","","active","monthly"
"sub_cust_000866_1","cust_000866","basic","Basic Plan","29","348","2025-02-19","","active","monthly"
"sub_cust_000867_1","cust_000867","pro_annual","Professional Annual","82.5","990","2024-10-10","","active","annual"
"sub_cust_000868_1","cust_000868","pro_annual","Professional Annual","82.5","990","2024-05-02","2024-12-08","churned","annual"
"sub_cust_000869_1","cust_000869","enterprise","Enterprise Plan","299","3588","2023-07-20","","active","monthly"
"sub_cust_000870_1","cust_000870","basic","Basic Plan","29","348","2023-06-24","","active","monthly"
"sub_cust_000871_1","cust_000871","pro_annual","Professional Annual","82.5","990","2023-10-09","","active","annual"
"sub_cust_000872_1","cust_000872","pro_annual","Professional Annual","82.5","990","2022-03-13","2023-01-26","churned","annual"
"sub_cust_000873_1","cust_000873","pro_annual","Professional Annual","82.5","990","2022-03-12","","active","annual"
"sub_cust_000874_1","cust_000874","pro","Professional Plan","99","1188","2025-03-12","","active","monthly"
"sub_cust_000875_1","cust_000875","pro","Professional Plan","99","1188","2023-10-11","","active","monthly"
"sub_cust_000876_1","cust_000876","pro_annual","Professional Annual","82.5","990","2022-08-20","","active","annual"
"sub_cust_000877_1","cust_000877","pro_annual","Professional Annual","82.5","990","2024-05-16","","active","annual"
"sub_cust_000878_1","cust_000878","pro","Professional Plan","99","1188","2024-12-22","","active","monthly"
"sub_cust_000879_1","cust_000879","pro","Professional Plan","99","1188","2022-02-11","","active","monthly"
"sub_cust_000880_1","cust_000880","pro_annual","Professional Annual","82.5","990","2024-12-11","2025-05-18","churned","annual"
"sub_cust_000881_1","cust_000881","pro","Professional Plan","99","1188","2025-05-02","","active","monthly"
"sub_cust_000882_1","cust_000882","basic","Basic Plan","29","348","2024-06-15","","active","monthly"
"sub_cust_000883_1","cust_000883","enterprise","Enterprise Plan","299","3588","2024-06-17","","active","monthly"
"sub_cust_000884_1","cust_000884","pro_annual","Professional Annual","82.5","990","2024-06-17","","active","annual"
"sub_cust_000885_1","cust_000885","basic","Basic Plan","29","348","2024-06-20","","active","monthly"
"sub_cust_000886_1","cust_000886","pro_annual","Professional Annual","82.5","990","2022-09-19","","active","annual"
"sub_cust_000887_1","cust_000887","basic_annual","Basic Annual","24.166666666666668","290","2024-05-31","","active","annual"
"sub_cust_000888_1","cust_000888","pro_annual","Professional Annual","82.5","990","2024-05-01","","active","annual"
"sub_cust_000889_1","cust_000889","pro_annual","Professional Annual","82.5","990","2025-05-14","","active","annual"
"sub_cust_000890_1","cust_000890","basic_annual","Basic Annual","24.166666666666668","290","2024-10-21","","active","annual"
"sub_cust_000891_1","cust_000891","pro_annual","Professional Annual","82.5","990","2024-06-13","","active","annual"
"sub_cust_000892_1","cust_000892","basic_annual","Basic Annual","24.166666666666668","290","2022-11-19","","active","annual"
"sub_cust_000893_1","cust_000893","basic","Basic Plan","29","348","2023-10-31","","active","monthly"
"sub_cust_000894_1","cust_000894","pro_annual","Professional Annual","82.5","990","2023-08-26","","active","annual"
"sub_cust_000895_1","cust_000895","pro","Professional Plan","99","1188","2023-10-18","","active","monthly"
"sub_cust_000896_1","cust_000896","basic","Basic Plan","29","348","2023-04-23","","active","monthly"
"sub_cust_000897_1","cust_000897","pro","Professional Plan","99","1188","2024-08-15","","active","monthly"
"sub_cust_000898_1","cust_000898","basic","Basic Plan","29","348","2024-05-26","","active","monthly"
"sub_cust_000899_1","cust_000899","pro","Professional Plan","99","1188","2022-09-12","","active","monthly"
"sub_cust_000900_1","cust_000900","basic","Basic Plan","29","348","2025-01-01","","active","monthly"
"sub_cust_000901_1","cust_000901","pro_annual","Professional Annual","82.5","990","2025-02-05","2025-04-09","churned","annual"
"sub_cust_000902_1","cust_000902","basic","Basic Plan","29","348","2022-04-23","2023-02-07","churned","monthly"
"sub_cust_000903_1","cust_000903","basic","Basic Plan","29","348","2024-08-13","","active","monthly"
"sub_cust_000904_1","cust_000904","enterprise","Enterprise Plan","299","3588","2022-11-16","","active","monthly"
"sub_cust_000905_1","cust_000905","enterprise","Enterprise Plan","299","3588","2022-02-19","","active","monthly"
"sub_cust_000906_1","cust_000906","pro_annual","Professional Annual","82.5","990","2023-02-05","","active","annual"
"sub_cust_000907_1","cust_000907","basic_annual","Basic Annual","24.166666666666668","290","2025-02-09","","active","annual"
"sub_cust_000908_1","cust_000908","pro_annual","Professional Annual","82.5","990","2024-05-23","","active","annual"
"sub_cust_000909_1","cust_000909","pro_annual","Professional Annual","82.5","990","2024-04-16","","active","annual"
"sub_cust_000910_1","cust_000910","basic","Basic Plan","29","348","2022-04-13","","active","monthly"
"sub_cust_000911_1","cust_000911","basic_annual","Basic Annual","24.166666666666668","290","2024-06-01","","active","annual"
"sub_cust_000912_1","cust_000912","basic","Basic Plan","29","348","2023-02-25","","active","monthly"
"sub_cust_000913_1","cust_000913","basic_annual","Basic Annual","24.166666666666668","290","2025-05-06","","active","annual"
"sub_cust_000914_1","cust_000914","basic_annual","Basic Annual","24.166666666666668","290","2023-10-15","","active","annual"
"sub_cust_000915_1","cust_000915","pro_annual","Professional Annual","82.5","990","2023-09-20","2025-04-20","churned","annual"
"sub_cust_000916_1","cust_000916","basic","Basic Plan","29","348","2023-05-06","","active","monthly"
"sub_cust_000917_1","cust_000917","basic_annual","Basic Annual","24.166666666666668","290","2023-11-15","","active","annual"
"sub_cust_000918_1","cust_000918","pro_annual","Professional Annual","82.5","990","2024-02-05","2024-03-18","churned","annual"
"sub_cust_000919_1","cust_000919","enterprise","Enterprise Plan","299","3588","2025-01-28","","active","monthly"
"sub_cust_000920_1","cust_000920","pro_annual","Professional Annual","82.5","990","2025-01-23","","active","annual"
"sub_cust_000921_1","cust_000921","pro_annual","Professional Annual","82.5","990","2024-04-23","","active","annual"
"sub_cust_000922_1","cust_000922","basic_annual","Basic Annual","24.166666666666668","290","2023-11-25","","active","annual"
"sub_cust_000923_1","cust_000923","basic","Basic Plan","29","348","2023-11-02","","active","monthly"
"sub_cust_000924_1","cust_000924","pro","Professional Plan","99","1188","2025-01-02","","active","monthly"
"sub_cust_000925_1","cust_000925","basic","Basic Plan","29","348","2025-08-08","","active","monthly"
"sub_cust_000926_1","cust_000926","basic_annual","Basic Annual","24.166666666666668","290","2023-03-18","","active","annual"
"sub_cust_000927_1","cust_000927","basic","Basic Plan","29","348","2023-05-02","","active","monthly"
"sub_cust_000928_1","cust_000928","pro_annual","Professional Annual","82.5","990","2025-05-25","","active","annual"
"sub_cust_000929_1","cust_000929","pro","Professional Plan","99","1188","2022-10-21","","active","monthly"
"sub_cust_000930_1","cust_000930","pro","Professional Plan","99","1188","2024-07-28","","active","monthly"
"sub_cust_000931_1","cust_000931","enterprise","Enterprise Plan","299","3588","2022-10-23","2024-10-15","churned","monthly"
"sub_cust_000932_1","cust_000932","basic","Basic Plan","29","348","2024-10-06","","active","monthly"
"sub_cust_000933_1","cust_000933","enterprise","Enterprise Plan","299","3588","2023-05-27","","active","monthly"
"sub_cust_000934_1","cust_000934","pro_annual","Professional Annual","82.5","990","2024-09-30","","active","annual"
"sub_cust_000935_1","cust_000935","pro_annual","Professional Annual","82.5","990","2022-03-15","","active","annual"
"sub_cust_000936_1","cust_000936","pro","Professional Plan","99","1188","2024-05-31","","active","monthly"
"sub_cust_000937_1","cust_000937","basic_annual","Basic Annual","24.166666666666668","290","2023-12-14","","active","annual"
"sub_cust_000938_1","cust_000938","pro_annual","Professional Annual","82.5","990","2024-12-25","","active","annual"
"sub_cust_000939_1","cust_000939","pro","Professional Plan","99","1188","2025-05-15","","active","monthly"
"sub_cust_000940_1","cust_000940","pro_annual","Professional Annual","82.5","990","2024-10-08","","active","annual"
"sub_cust_000941_1","cust_000941","basic","Basic Plan","29","348","2023-02-27","","active","monthly"
"sub_cust_000942_1","cust_000942","basic_annual","Basic Annual","24.166666666666668","290","2024-04-07","","active","annual"
"sub_cust_000943_1","cust_000943","basic_annual","Basic Annual","24.166666666666668","290","2024-11-09","","active","annual"
"sub_cust_000944_1","cust_000944","enterprise","Enterprise Plan","299","3588","2022-12-22","","active","monthly"
"sub_cust_000945_1","cust_000945","basic_annual","Basic Annual","24.166666666666668","290","2024-12-11","","active","annual"
"sub_cust_000946_1","cust_000946","enterprise","Enterprise Plan","299","3588","2022-06-25","","active","monthly"
"sub_cust_000947_1","cust_000947","basic","Basic Plan","29","348","2025-03-15","","active","monthly"
"sub_cust_000948_1","cust_000948","basic","Basic Plan","29","348","2025-04-07","","active","monthly"
"sub_cust_000949_1","cust_000949","basic","Basic Plan","29","348","2023-08-06","","active","monthly"
"sub_cust_000950_1","cust_000950","basic","Basic Plan","29","348","2023-11-05","","active","monthly"
"sub_cust_000951_1","cust_000951","pro_annual","Professional Annual","82.5","990","2024-08-08","","active","annual"
"sub_cust_000952_1","cust_000952","enterprise","Enterprise Plan","299","3588","2025-03-18","","active","monthly"
"sub_cust_000953_1","cust_000953","pro_annual","Professional Annual","82.5","990","2024-10-23","","active","annual"
"sub_cust_000954_1","cust_000954","pro","Professional Plan","99","1188","2024-01-29","","active","monthly"
"sub_cust_000955_1","cust_000955","enterprise","Enterprise Plan","299","3588","2024-11-19","","active","monthly"
"sub_cust_000956_1","cust_000956","basic","Basic Plan","29","348","2024-04-26","","active","monthly"
"sub_cust_000957_1","cust_000957","basic_annual","Basic Annual","24.166666666666668","290","2025-05-03","","active","annual"
"sub_cust_000958_1","cust_000958","basic_annual","Basic Annual","24.166666666666668","290","2023-07-16","2024-10-23","churned","annual"
"sub_cust_000959_1","cust_000959","basic_annual","Basic Annual","24.166666666666668","290","2023-10-30","","active","annual"
"sub_cust_000960_1","cust_000960","enterprise","Enterprise Plan","299","3588","2025-01-24","","active","monthly"
"sub_cust_000961_1","cust_000961","enterprise","Enterprise Plan","299","3588","2022-02-06","","active","monthly"
"sub_cust_000962_1","cust_000962","pro_annual","Professional Annual","82.5","990","2023-09-19","","active","annual"
"sub_cust_000963_1","cust_000963","basic","Basic Plan","29","348","2022-03-29","","active","monthly"
"sub_cust_000964_1","cust_000964","pro_annual","Professional Annual","82.5","990","2024-08-22","","active","annual"
"sub_cust_000965_1","cust_000965","basic","Basic Plan","29","348","2024-03-24","","active","monthly"
"sub_cust_000966_1","cust_000966","enterprise","Enterprise Plan","299","3588","2022-12-30","","active","monthly"
"sub_cust_000967_1","cust_000967","basic_annual","Basic Annual","24.166666666666668","290","2022-07-19","2025-03-23","churned","annual"
"sub_cust_000968_1","cust_000968","pro_annual","Professional Annual","82.5","990","2023-06-03","","active","annual"
"sub_cust_000969_1","cust_000969","basic","Basic Plan","29","348","2024-03-28","","active","monthly"
"sub_cust_000970_1","cust_000970","pro","Professional Plan","99","1188","2022-05-31","","active","monthly"
"sub_cust_000971_1","cust_000971","basic_annual","Basic Annual","24.166666666666668","290","2024-06-30","2024-09-10","churned","annual"
"sub_cust_000972_1","cust_000972","pro_annual","Professional Annual","82.5","990","2023-09-29","","active","annual"
"sub_cust_000973_1","cust_000973","pro","Professional Plan","99","1188","2024-08-02","","active","monthly"
"sub_cust_000974_1","cust_000974","basic","Basic Plan","29","348","2022-05-12","2023-10-17","churned","monthly"
"sub_cust_000975_1","cust_000975","pro","Professional Plan","99","1188","2022-03-13","","active","monthly"
"sub_cust_000976_1","cust_000976","enterprise","Enterprise Plan","299","3588","2023-04-17","","active","monthly"
"sub_cust_000977_1","cust_000977","pro","Professional Plan","99","1188","2023-11-15","","active","monthly"
"sub_cust_000978_1","cust_000978","basic_annual","Basic Annual","24.166666666666668","290","2024-08-07","","active","annual"
"sub_cust_000979_1","cust_000979","pro","Professional Plan","99","1188","2024-12-20","2025-03-21","churned","monthly"
"sub_cust_000980_1","cust_000980","pro","Professional Plan","99","1188","2023-01-18","2024-10-08","churned","monthly"
"sub_cust_000981_1","cust_000981","enterprise","Enterprise Plan","299","3588","2024-03-04","2024-10-10","churned","monthly"
"sub_cust_000982_1","cust_000982","pro_annual","Professional Annual","82.5","990","2023-04-30","","active","annual"
"sub_cust_000983_1","cust_000983","basic_annual","Basic Annual","24.166666666666668","290","2024-09-28","","active","annual"
"sub_cust_000984_1","cust_000984","basic_annual","Basic Annual","24.166666666666668","290","2023-11-15","","active","annual"
"sub_cust_000985_1","cust_000985","basic_annual","Basic Annual","24.166666666666668","290","2023-01-19","2023-12-07","churned","annual"
"sub_cust_000986_1","cust_000986","basic","Basic Plan","29","348","2025-01-31","","active","monthly"
"sub_cust_000987_1","cust_000987","basic_annual","Basic Annual","24.166666666666668","290","2023-06-23","","active","annual"
"sub_cust_000988_1","cust_000988","basic","Basic Plan","29","348","2024-08-23","","active","monthly"
"sub_cust_000989_1","cust_000989","basic","Basic Plan","29","348","2023-06-05","","active","monthly"
"sub_cust_000990_1","cust_000990","basic_annual","Basic Annual","24.166666666666668","290","2024-08-28","","active","annual"
"sub_cust_000991_1","cust_000991","pro_annual","Professional Annual","82.5","990","2022-11-29","","active","annual"
"sub_cust_000992_1","cust_000992","basic","Basic Plan","29","348","2023-10-23","2024-11-18","churned","monthly"
"sub_cust_000993_1","cust_000993","basic","Basic Plan","29","348","2022-05-28","","active","monthly"
"sub_cust_000994_1","cust_000994","pro","Professional Plan","99","1188","2025-06-10","","active","monthly"
"sub_cust_000995_1","cust_000995","basic_annual","Basic Annual","24.166666666666668","290","2022-11-27","2023-03-07","churned","annual"
"sub_cust_000996_1","cust_000996","pro","Professional Plan","99","1188","2025-06-21","","active","monthly"
"sub_cust_000997_1","cust_000997","basic","Basic Plan","29","348","2023-06-15","","active","monthly"
"sub_cust_000998_1","cust_000998","basic","Basic Plan","29","348","2023-09-12","","active","monthly"
"sub_cust_000999_1","cust_000999","basic_annual","Basic Annual","24.166666666666668","290","2023-07-22","","active","annual"
"sub_cust_001000_1","cust_001000","pro","Professional Plan","99","1188","2023-06-17","","active","monthly"
